Nose,Nose,Nose,L_eye_inner,L_eye_inner,L_eye_inner,L_eye,L_eye,L_eye,L_eye_outer,L_eye_outer,L_eye_outer,R_eye_inner,R_eye_inner,R_eye_inner,R_eye,R_eye,R_eye,R_eye_outer,R_eye_outer,R_eye_outer,L_ear,L_ear,L_ear,R_ear,R_ear,R_ear,L_mouth,L_mouth,L_mouth,R_mouth,R_mouth,R_mouth,L_shoulder,L_shoulder,L_shoulder,R_shoulder,R_shoulder,R_shoulder,L_elbow,L_elbow,L_elbow,R_elbow,R_elbow,R_elbow,L_wrist,L_wrist,L_wrist,R_wrist,R_wrist,R_wrist,L_pinky,L_pinky,L_pinky,R_pinky,R_pinky,R_pinky,L_index,L_index,L_index,R_index,R_index,R_index,L_thumb,L_thumb,L_thumb,R_thumb,R_thumb,R_thumb,L_hip,L_hip,L_hip,R_hip,R_hip,R_hip,L_knee,L_knee,L_knee,R_knee,R_knee,R_knee,L_ankle,L_ankle,L_ankle,R_ankle,R_ankle,R_ankle,L_heel,L_heel,L_heel,R_heel,R_heel,R_heel,L_halux,L_halux,L_halux,R_halux,R_halux,R_halux,CoM,CoM,CoM
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
19.112988,9.444914,179.507149,18.120198,12.547317,181.922819,18.25982,13.635316,181.89063,18.404052,14.957378,181.788217,17.417165,7.068954,182.084895,17.243492,5.715615000000001,182.124933,17.057116,4.263282,182.16762,10.812236,2.110397,183.16683,12.882842,18.245528,182.689673,18.859495000000003,12.012565,173.998391,18.181919,6.732459,174.154072,14.447438000000002,31.771305,161.386941,8.418223,-12.223179,162.301059,11.749194,35.201552,128.379542,6.077979,-15.324862,130.795325,24.911552,32.870517,97.79964,18.519208000000003,-18.322011,101.137109,26.998965,21.656131,85.74592,25.842203,-10.27361,89.37740199999999,34.127804,23.819673,84.176898,31.480576,-15.78439,91.26631,33.946952,29.386029,90.5697,29.550027,-19.444813,95.081416,13.920569,18.457464,97.505165,13.315255,-1.2421410000000002,97.5593,16.68325,20.680819,51.063978,16.586015,-4.704594,50.894141000000005,17.814711,21.585958,3.279302,15.527864999999998,-6.672821,6.226236,12.718229,21.62403,-0.4346489999999999,11.543939,-5.042174,1.926417,34.14948,20.959413,-2.2067110000000003,33.974079,-12.569201,-0.522025,13.285887073666668,9.074286175666666,118.888103204
19.112361,9.482549,179.482985,18.110951,12.577903,181.904132,18.244408,13.666681,181.872135,18.380924,14.989586999999998,181.770045,17.438959,7.095617,182.065245,17.272954,5.74131,182.105045,17.094806000000002,4.287937,182.147476,10.865586,2.099751,183.167533,12.844769,18.246435,182.693215,18.824988,12.052124,173.976788,18.177327,6.768237000000001,174.13154,14.258301,31.793747,161.393609,8.476992,-12.234132,162.301352,11.697082,35.196495,128.38366299999998,6.080755,-15.320163,130.800278,24.919943,32.858422999999995,97.835661,18.557849,-18.326526,101.156936,27.011362,21.647281,85.779675,25.930645,-10.290984,89.419583,34.147874,23.79765,84.227515,31.544697,-15.825939,91.310245,33.964087,29.360506,90.623278,29.59393,-19.483898,95.117422,13.700009,18.485496,97.511646,13.09551,-1.214133,97.565942,16.555585,20.72247,51.072597,16.400775,-4.688665,50.902306,17.763372,21.638901,3.2897959999999995,15.387106,-6.664655999999999,6.2338320000000005,12.684182,21.697359,-0.438247,11.425544,-5.028874,1.913341,34.120569,20.993147,-2.1275820000000003,33.860198000000004,-12.563572,-0.4658449999999999,13.174365464166664,9.089133561333334,118.89372019283333
19.103757,9.521603,179.46158,18.09305,12.609764000000002,181.888044,18.220294,13.699293,181.856312,18.349051,15.023008,181.754629,17.452345,7.123695,182.047824,17.294069,5.768453,182.087295,17.124215,4.314077,182.129372,10.910781,2.090344,183.16866,12.797818,18.248171,182.698267,18.783703,12.092998,173.958036,18.166195,6.805466,174.111503,14.064656,31.816631,161.402892,8.533334,-12.243546,162.301211,11.638341,35.188610999999995,128.390943,6.07478,-15.310546,130.804686,24.932503,32.857094999999994,97.87815,18.597632,-18.330325,101.180684,27.043031,21.650268,85.820989,26.027491,-10.310124,89.46878000000001,34.185767,23.793847,84.288182,31.615022,-15.870361999999998,91.363815,33.991857,29.352956,90.686904,29.641564,-19.525137,95.162346,13.486716,18.514115,97.519263,12.882699,-1.1855289999999998,97.573995,16.416602,20.778163,51.083199,16.226636,-4.674467,50.91212,17.716648,21.727785,3.3032230000000005,15.261469,-6.661372999999999,6.243208,12.646465,21.714677,-0.435968,11.306403,-5.011331,1.922659,34.087434,21.017066,-2.07113,33.738339,-12.558,-0.445704,13.062682517333332,9.1064059075,118.90070444249996
19.102411,9.556608,179.43815999999998,18.085227,12.638766,181.869546,18.207205,13.7289,181.837937,18.329353,15.053259999999998,181.73649,17.471036,7.149646,182.028707,17.319311000000003,5.793651,182.068025,17.156484,4.338467,182.109938,10.957161,2.08483,183.168889,12.766106,18.251639,182.700319,18.751765,12.129143,173.937013,18.15981,6.838671000000001,174.089883,13.897398,31.836327,161.407658,8.577741999999999,-12.249981,162.302297,11.568579,35.173112,128.395379,6.074994,-15.318357,130.810923,24.940782,32.861885,97.917675,18.644542,-18.316074,101.203426,27.10218,21.656706,85.86787700000001,26.09235,-10.286865,89.509091,34.24462,23.813433,84.352235,31.677404,-15.847896,91.409096,34.024543,29.373301,90.749451,29.698256,-19.50555,95.201892,13.278312,18.536504,97.525965,12.674562,-1.163147,97.581033,16.294798,20.815404,51.092331,16.057473,-4.661601,50.920469,17.673412,21.779593,3.31463,15.137804999999998,-6.655848000000001,6.251045,12.611115,21.764448,-0.4338039999999999,11.192022,-4.997718,1.924943,34.055052,21.04793,-2.021751,33.619316,-12.566008,-0.417804,12.957522348000003,9.1195014935,118.90626632749999
19.098498,9.582717,179.415758,18.073027,12.657935,181.852445,18.18943,13.748692000000002,181.821292,18.30462,15.073723,181.720477,17.486907,7.165681,182.009307,17.342116,5.808911,182.048057,17.186730999999998,4.352895999999999,182.089361,11.001971,2.0673380000000003,183.164922,12.728241,18.243378,182.703123,18.718665,12.157493,173.917599,18.153763,6.864001,174.068254,13.728286,31.849211,161.417395,8.632957,-12.263934,162.294716,11.518662,35.191572,128.406373,6.086918,-15.311585,130.806639,24.917717,32.825306999999995,97.94958,18.702707,-18.331413,101.219944,27.012659,21.621586,85.886469,26.212275,-10.322574,89.55113300000001,34.173689,23.726012,84.385087,31.76743,-15.911879,91.455823,33.986098,29.27783,90.790325,29.763398,-19.564946,95.239963,13.092617,18.562103,97.530636,12.48956,-1.137569,97.585783,16.178155999999998,20.863234,51.099836,15.900329,-4.645264,50.926481,17.632063000000002,21.853107,3.3246240000000005,15.015261999999998,-6.646576,6.256781999999999,12.576916,21.793259000000003,-0.432361,11.075936,-4.979537,1.92831,34.023996000000004,21.072765,-1.977069,33.497988,-12.571951,-0.38753,12.861760793833332,9.131959767666666,118.90980876066668
19.092821,9.614916,179.392232,18.059839,12.683843,181.833673,18.17095,13.77516,181.802807,18.279528,15.100781,181.702417,17.500363999999998,7.18877,181.989092,17.362155,5.831303999999999,182.027486,17.213832,4.374541,182.068407,11.043209,2.058919,183.160727,12.691003,18.243262,182.703179,18.684637,12.190934,173.896688,18.145415,6.894726,174.045951,13.563912,31.865641,161.422441,8.681479,-12.271781,162.289303,11.454699,35.184033,128.412143,6.09497,-15.320365,130.805694,24.906684,32.816611,97.982342,18.758037,-18.344389,101.238591,27.012483,21.615159,85.91881500000001,26.302486,-10.341509,89.588178,34.178622,23.712379,84.431795,31.844663,-15.94138,91.499624,33.985005,29.261799,90.838932,29.827569,-19.593248,95.277976,12.906657,18.584107,97.534361,12.304104,-1.115579,97.58989,16.072047,20.901124,51.10623399999999,15.749609,-4.632988,50.931931,17.598233,21.90707,3.333331,14.903987,-6.642598,6.261942,12.549938999999998,21.83691,-0.431866,10.968602,-4.967821,1.933266,34.000004,21.103894,-1.930139,33.387803,-12.573507,-0.367477,12.766786944666666,9.143648154,118.91232925949997
19.091392,9.635771,179.372493,18.051756,12.699020999999998,181.818235,18.158476,13.790789,181.787827,18.261578,15.116894,181.688053,17.514394,7.201676999999999,181.971348,17.381647,5.84365,182.009172,17.239186,4.386285999999999,182.049482,11.080251,2.045543,183.154153,12.662919,18.236575,182.703396,18.66066,12.213665,173.879549,18.142748,6.915267999999999,174.02659,13.434048,31.875905,161.429586,8.728373000000001,-12.281054,162.278799,11.366586,35.167924,128.421088,6.1432,-15.346187,130.7976,24.90641,32.840001,98.02612,18.832568,-18.348056,101.23924,27.09737,21.638433000000003,85.977822,26.367590000000003,-10.330919,89.592521,34.25685,23.769462,84.506882,31.9206,-15.918415,91.508738,34.019994999999994,29.323432,90.908621,29.908865,-19.573972,95.28638,12.767245999999998,18.606504,97.535669,12.164905,-1.093187,97.591646,15.990918,20.926761,51.108994,15.631146,-4.610793,50.933945,17.57013,21.935927,3.337689,14.792408000000002,-6.631426,6.264425999999999,12.525925,21.859335,-0.433053,10.847447,-4.979811,1.935802,33.978519,21.131785,-1.899015,33.275284,-12.567267,-0.341277,12.69568708083333,9.152574047166667,118.91268590983334
19.088963,9.66444,179.353725,18.042037,12.721428,181.804188,18.143864,13.813676,181.774256,18.240863,15.14029,181.675127,17.529314,7.221665,181.954904,17.402654000000002,5.86304,181.992136,17.266724,4.405035,182.031811,11.120994,2.0364,183.150485,12.631094,18.234557,182.706787,18.632932,12.244101,173.863655,18.138767,6.943372,174.008385,13.28809,31.891457000000003,161.440419,8.779365,-12.286394,162.27137,11.321265,35.173687,128.433681,6.165241,-15.370969,130.794357,24.855497,32.813409,98.044838,18.898546,-18.393526,101.256137,26.987361,21.61642,85.981561,26.463994000000003,-10.388022,89.621129,34.159286,23.708975,84.516021,32.006099,-15.982985,91.547101,33.951678,29.25515,90.925527,29.983067,-19.635366,95.321782,12.60878,18.634037,97.541156,12.006847,-1.065666,97.5974,15.909027,20.959965,51.116559,15.489965,-4.60108,50.941624,17.556303,21.975264,3.347302,14.68991,-6.62621,6.271644,12.512195,21.879055,-0.427719,10.761853,-4.940717,1.940786,33.964455,21.154709,-1.899685,33.166439,-12.594483,-0.343066,12.6159631395,9.164582301166666,118.91686819549999
19.093096000000003,9.68191,179.333365,18.042109,12.73507,181.786861,18.140674,13.827621,181.757064,18.233586,15.154543,181.658153,17.545811,7.233781,181.936893,17.423209,5.87478,181.973956,17.291633,4.41637,182.01345,11.155118,2.029387,183.143653,12.616843,18.232036,182.701968,18.618544,12.261895,173.845016,18.140208,6.959696,173.98908799999998,13.191339,31.897278,161.43857,8.813795,-12.293853,162.26480999999998,11.250895,35.171211,128.434092,6.213877,-15.387524,130.78951,24.821826,32.808981,98.061713,19.00032,-18.418651,101.274661,26.97035,21.610448,86.002768,26.593496,-10.418337,89.654145,34.143634,23.704126,84.545508,32.127936,-16.017323,91.590441,33.9273,29.251242,90.953912,30.095163000000003,-19.66833,95.361216,12.489929,18.641606,97.540564,11.888422,-1.05811,97.59673,15.848751,20.975214,51.117908,15.382412,-4.593361,50.941109,17.54542,21.998066,3.35023,14.594072,-6.618623,6.270963,12.50464,21.891787,-0.429639,10.668926,-4.932891,1.937371,33.957819,21.16766,-1.887717,33.071847,-12.5924,-0.343087,12.558335928833333,9.1676347925,118.9148509533333
